Season,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Height,Weight
2023,122,Niels Giffey,BAY,26,19.4,6.8,2.4,4.8,.500,1.0,2.2,.482,1.0,1.1,.929,0.8,1.7,2.5,0.7,0.7,0.0,0.5,2.0,6-7,205
2023,125,Tibor Pleiss,EFE,33,15.1,6.7,2.8,5.2,.535,0.5,1.4,.326,0.6,0.7,.913,1.1,1.8,2.9,0.5,0.2,0.3,0.6,1.4,7-3,256
2023,127,Isaia Cordinier,BOL,19,18.0,6.6,2.3,5.4,.427,0.6,2.4,.239,1.4,1.7,.788,0.4,2.0,2.4,1.5,0.8,0.1,1.3,2.3,6-5,197
2023,128,Yanni Wetzell,BER,31,12.7,6.5,2.6,5.0,.519,0.0,0.0,.000,1.3,1.9,.707,1.1,1.7,2.8,0.5,0.3,0.4,0.8,1.8,6-10,240
2023,131,Nikola Kalinic,FCB,38,22.5,6.4,2.3,4.8,.478,0.8,2.1,.405,0.9,1.3,.700,0.7,2.6,3.3,1.6,0.7,0.2,1.2,1.6,6-8,222
2023,132,Giannoulis Larentzakis,OLY,41,14.4,6.4,2.1,5.1,.408,1.3,3.6,.372,0.9,1.2,.729,0.3,1.4,1.8,1.0,0.5,0.0,1.0,2.1,6-5,200
2023,133,Daniel Hackett,BOL,32,21.9,6.4,2.1,4.2,.496,0.8,2.0,.397,1.5,1.9,.758,0.3,1.8,2.1,2.9,0.6,0.0,1.8,2.2,6-5,215
2023,134,Isaac Bonga,BAY,30,20.3,6.4,2.1,5.4,.391,0.7,2.0,.333,1.5,1.9,.804,1.6,2.3,3.9,1.1,0.8,0.1,1.1,2.5,6-8,180
2023,135,Ognjen Jaramaz,BAY,25,15.6,6.4,1.9,4.8,.392,0.8,2.3,.328,1.8,2.1,.885,0.2,1.1,1.2,1.5,0.3,0.0,1.2,2.1,6-4,181
2023,138,Isaiah Canaan,OLY,39,16.1,6.3,2.2,5.7,.390,1.4,3.7,.382,0.4,0.6,.667,0.3,0.7,1.0,0.9,0.6,0.1,0.8,1.9,6-0,200
2023,140,Charles Lombahe-Kahudi,LYV,29,18.8,6.2,2.1,5.0,.411,0.9,2.7,.351,1.2,1.3,.895,0.6,1.9,2.5,0.4,0.4,0.1,0.7,1.8,6-5,183
2023,141,Sertac Sanli,FCB,36,17.2,6.2,2.4,5.3,.455,0.6,2.3,.265,0.8,1.0,.857,1.0,2.1,3.1,1.0,0.3,0.5,1.0,2.9,7-0,254
2023,142,John DiBartolomeo,MAC,39,16.9,6.2,1.7,4.2,.412,1.3,3.1,.417,1.4,1.4,.982,0.6,1.3,1.9,1.1,0.8,0.0,0.5,2.4,6-0,175
2023,144,Sergio Llull,RMB,29,16.8,6.1,1.8,5.9,.306,1.1,3.8,.294,1.4,1.6,.913,0.1,1.1,1.2,2.3,0.3,0.0,1.0,1.2,6-3,190
2023,145,Vincent Poirier,RMB,32,14.6,6.1,2.4,3.9,.603,0.1,0.2,.400,1.3,1.7,.727,1.5,2.5,4.0,0.6,0.3,0.9,0.8,2.3,7-0,235
2023,147,Khalifa Koumadje,BER,31,13.3,6.0,2.6,3.7,.707,0.0,0.0,.000,0.7,1.3,.550,1.5,2.3,3.7,0.2,0.3,1.0,0.8,2.2,7-4,269
2023,149,Tomas Dimsa,ZAL,36,15.8,5.9,2.1,5.4,.383,1.1,3.2,.342,0.7,1.0,.722,0.4,0.7,1.1,0.9,0.5,0.1,0.9,2.1,6-5,180
2023,150,Nico Mannion,BOL,19,13.4,5.9,1.9,5.0,.379,1.1,2.9,.382,1.0,1.2,.864,0.2,1.3,1.4,2.6,0.4,0.0,1.3,1.4,6-3,190
2023,152,Tadas Sedekerskis,BASK,23,18.7,5.9,2.1,3.6,.598,0.4,1.2,.357,1.2,1.3,.871,1.0,3.1,4.2,1.0,0.8,0.0,0.5,1.3,6-9,205
2023,153,Devin Booker,FEN,31,21.1,5.8,2.1,4.6,.458,0.5,1.7,.321,1.0,1.4,.762,1.6,1.7,3.3,1.1,0.4,0.6,0.7,2.6,6-8,250
2023,154,Petr Cornelie,RMB,33,14.6,5.8,2.1,4.1,.511,1.0,2.6,.395,0.6,0.7,.833,0.6,2.5,3.1,0.5,0.3,0.1,0.4,1.4,6-11,220
2023,155,Yam Madar,PAR,38,13.4,5.8,2.1,4.7,.453,0.6,1.9,.338,0.9,1.1,.875,0.4,0.8,1.2,1.6,0.6,0.2,0.8,1.8,6-3,180
2023,157,Gabriele Procida,BER,27,14.6,5.7,2.0,5.1,.396,0.7,2.9,.241,0.9,1.2,.758,0.6,1.1,1.8,0.5,0.5,0.3,0.9,1.4,6-6,191
2023,158,Alex Tyus,LYV,25,17.8,5.7,2.5,3.6,.689,0.0,0.0,.000,0.7,1.2,.621,1.6,2.7,4.3,0.4,0.5,0.8,0.8,1.9,6-8,220
2023,163,Melih Mahmutoglu,FEN,19,10.4,5.4,1.8,4.2,.438,1.4,3.5,.403,0.3,0.3,1.000,0.1,0.6,0.7,0.4,0.1,0.0,0.0,1.0,6-3,187
2023,165,Alen Smailagic,PAR,30,10.7,5.4,2.0,3.6,.556,0.7,1.4,.465,0.7,1.2,.629,1.1,0.9,2.0,0.4,0.5,0.4,0.5,2.3,6-10,215
2023,166,John Brown,ASM,41,22.4,5.4,2.3,4.7,.485,0.1,0.2,.375,0.7,1.1,.682,2.1,1.4,3.5,0.8,1.1,0.2,0.7,2.6,6-8,205
2023,167,Laurynas Birutis,ZAL,37,13.1,5.4,2.2,3.4,.635,0.0,0.0,.000,1.1,1.4,.736,1.3,1.8,3.1,0.4,0.2,0.3,0.6,1.4,7-1,242
2023,168,Ioannis Papapetrou,PAR,38,20.6,5.4,2.0,4.8,.410,0.7,2.0,.368,0.7,0.9,.722,0.5,1.8,2.3,0.9,0.4,0.2,0.7,1.8,6-8,225
2023,169,Kevarrius Hayes,ZAL,37,17.6,5.4,2.1,4.2,.500,0.0,0.0,.000,1.1,1.6,.724,2.2,2.2,4.4,0.5,0.7,0.9,0.8,2.1,6-9,227
2023,170,Rokas Jokubaitis,FCB,39,14.8,5.3,1.8,4.4,.416,0.5,1.2,.413,1.2,1.5,.776,0.3,1.7,2.0,2.6,0.3,0.1,0.9,1.2,6-4,182
2023,171,Arnas Butkevicius,ZAL,37,22.5,5.3,1.6,3.8,.414,0.5,1.8,.254,1.7,1.9,.873,1.0,2.7,3.7,1.6,1.1,0.3,1.2,2.8,6-4,203
2023,172,Elias Harris,BAY,15,14.1,5.1,1.8,3.5,.509,0.0,0.5,.000,1.5,2.0,.767,0.3,1.5,1.8,0.4,0.2,0.0,0.7,1.3,6-8,239
2023,175,Jaron Blossomgame,ASM,38,17.4,5.0,1.9,4.4,.432,0.5,2.0,.250,0.7,1.2,.556,0.9,1.8,2.7,0.2,0.3,0.2,0.3,1.9,6-8,220
2023,179,Johannes Voigtmann,MIL,30,15.7,4.9,1.9,4.7,.407,0.8,2.5,.320,0.3,0.6,.529,1.2,2.8,4.0,1.5,0.4,0.3,0.7,1.4,6-11,228
2023,182,Achille Polonara,ZAL,20,18.0,4.7,1.6,3.8,.421,0.8,2.2,.364,0.7,1.0,.684,0.7,3.6,4.3,1.4,0.7,0.5,0.5,1.2,6-8,198
2023,183,Alec Peters,OLY,37,13.2,4.6,1.5,3.6,.425,0.8,2.0,.411,0.7,0.8,.964,0.6,1.8,2.5,0.4,0.4,0.1,0.6,1.5,6-9,225
2023,184,Stefano Tonut,MIL,24,15.2,4.5,1.8,3.3,.532,0.5,1.3,.387,0.5,0.7,.688,0.4,1.6,2.0,1.0,0.5,0.0,0.5,1.0,6-4,195
2023,186,Tarik Black,OLY,35,10.3,4.4,1.5,2.3,.630,0.0,0.0,.000,1.5,2.2,.675,1.0,0.7,1.7,0.5,0.6,0.3,0.9,2.3,6-9,250
2023,187,Freddie Gillespie,BAY,34,18.9,4.3,2.0,4.0,.493,0.0,0.0,.000,0.4,1.1,.361,2.5,3.5,6.0,0.4,0.6,1.0,1.4,2.8,6-9,245
2023,188,Bryant Dunston,EFE,29,13.6,4.3,1.7,2.7,.623,0.0,0.2,.000,1.0,1.3,.763,1.2,1.7,2.9,0.6,0.8,0.4,0.6,1.9,6-8,233
2023,189,Rudy Fernandez,RMB,20,17.4,4.3,1.5,4.3,.337,1.2,3.9,.299,0.3,0.3,1.000,0.5,1.7,2.2,1.5,0.8,0.2,0.6,2.1,6-6,185
2023,192,Fabien Causeur,RMB,29,12.7,4.0,1.4,3.6,.381,0.7,1.9,.364,0.6,0.8,.773,0.3,0.9,1.1,1.2,0.4,0.1,0.7,1.6,6-3,198
2023,193,Chima Moneke,ASM,16,12.6,3.9,1.3,2.6,.476,0.0,0.2,.000,1.4,1.6,.885,1.1,2.0,3.1,0.5,0.3,0.2,0.7,1.9,6-6,222
2023,194,Malte Delow,BER,25,14.3,3.9,1.6,3.0,.526,0.6,1.4,.389,0.2,0.3,.571,0.5,1.5,2.0,1.0,0.7,0.1,1.0,2.1,6-6,170
2023,196,Joel Bolomboy,OLY,35,11.3,3.8,1.5,2.4,.600,0.1,0.1,.500,0.8,1.2,.674,1.2,1.8,3.0,0.5,0.2,0.3,0.7,1.5,6-9,235
2023,197,Yakuba Ouattara,ASM,35,11.2,3.7,1.5,3.2,.460,0.7,1.9,.354,0.1,0.2,.500,0.3,0.7,1.0,0.3,0.4,0.0,0.1,1.2,6-4,220
2023,201,Tim Schneider,BER,23,10.4,3.3,1.1,2.7,.397,0.7,1.6,.432,0.4,0.5,.750,0.5,1.4,1.9,0.4,0.3,0.1,0.1,1.1,6-9,222
2023,204,Alessandro Pajola,BOL,29,16.7,3.1,1.1,2.7,.418,0.4,1.3,.324,0.4,0.5,.733,0.3,1.3,1.7,2.5,1.3,0.0,0.8,2.2,6-4,209
2023,206,Jake Cohen,MAC,27,12.2,3.0,1.1,2.4,.439,0.3,1.3,.265,0.5,0.6,.813,0.3,1.4,1.8,1.1,0.2,0.0,0.6,1.9,6-10,235
2023,207,Tarik Biberovic,FEN,12,10.2,2.9,1.1,3.0,.361,0.6,1.7,.350,0.2,0.3,.500,0.3,0.7,0.9,0.3,0.5,0.0,0.2,1.7,6-7,218
2023,209,Oscar da Silva,FCB,27,12.2,2.9,1.0,2.3,.459,0.2,0.7,.300,0.6,0.9,.640,1.0,1.6,2.6,0.2,0.3,0.1,0.4,1.5,6-9,230
2023,211,Branko Lazic,ZVE,24,18.5,2.8,1.0,2.1,.471,0.7,1.4,.500,0.1,0.2,.600,0.6,0.6,1.2,0.6,0.6,0.0,0.5,2.9,6-5,192
2023,212,Achille Polonara,EFE,15,11.4,2.8,1.1,2.0,.533,0.4,0.9,.429,0.3,0.5,.571,0.4,1.8,2.2,0.3,0.1,0.5,0.3,0.9,6-8,198
2023,214,Stefan Lazarevic,ZVE,30,17.9,2.7,1.0,2.3,.449,0.2,0.7,.333,0.4,0.5,.813,1.2,1.6,2.8,0.5,0.3,0.0,0.3,2.9,6-6,180
2023,215,Kostas Antetokounmpo,FEN,14,6.5,2.7,1.0,1.3,.778,0.0,0.1,.000,0.7,1.2,.588,0.3,0.5,0.8,0.4,0.2,0.1,0.8,1.5,6-10,200
2023,218,Giampaolo Ricci,MIL,29,10.4,2.6,1.0,2.1,.452,0.4,1.2,.324,0.2,0.3,.700,0.7,1.6,2.3,0.3,0.4,0.2,0.3,1.9,6-7,224
2023,220,Alberto Abalde,RMB,25,13.8,2.5,0.8,2.5,.302,0.4,1.4,.250,0.6,1.0,.667,0.4,1.6,2.0,1.5,0.3,0.0,0.6,1.6,6-7,215
2023,222,Jonas Mattisseck,BER,16,12.5,2.5,0.9,2.4,.368,0.6,1.8,.345,0.1,0.1,1.000,0.2,0.6,0.8,0.9,0.6,0.0,0.2,1.6,6-5,152
2023,223,Matthew Strazel,ASM,25,8.1,2.5,0.9,2.0,.440,0.3,1.0,.320,0.4,0.6,.667,0.0,0.2,0.2,0.6,0.2,0.0,0.7,1.3,6-0,178
2023,224,Panagiotis Kalaitzakis,PAN,25,8.3,2.4,0.8,1.6,.488,0.4,0.9,.455,0.4,0.6,.625,0.4,0.8,1.2,0.3,0.4,0.1,0.5,1.5,6-6,194
2023,227,Dovydas Giedraitis,ZAL,16,9.1,2.1,0.9,2.2,.429,0.1,0.9,.143,0.1,0.1,1.000,0.2,0.3,0.5,0.6,0.5,0.0,0.6,1.4,6-4,165
2023,228,James Birsen,FEN,28,7.7,2.0,0.7,2.1,.345,0.4,1.1,.323,0.2,0.3,.667,0.6,0.9,1.5,0.3,0.1,0.0,0.2,1.2,6-10,223
2023,238,Sander Raieste,BASK,19,7.0,1.3,0.6,1.3,.440,0.1,0.6,.182,0.0,0.1,.000,0.5,0.6,1.1,0.3,0.2,0.1,0.3,1.3,6-8,210
2023,239,Rafi Manco,MAC,22,5.4,1.2,0.5,1.2,.370,0.2,0.8,.235,0.1,0.1,1.000,0.4,0.5,0.9,0.3,0.2,0.0,0.2,1.1,6-5,185
2023,240,Eli John N'Diaye,RMB,15,5.7,1.1,0.4,0.9,.462,0.1,0.4,.167,0.3,0.3,1.000,0.4,0.8,1.2,0.1,0.2,0.3,0.3,0.9,6-8,183
2023,242,Erten Gazi,EFE,11,4.7,0.7,0.2,1.0,.182,0.0,0.6,.000,0.4,0.5,.800,0.3,0.5,0.7,0.1,0.3,0.0,0.1,1.0,6-3,205
2022,2,Nikola Mirotic,FCB,38,24.5,16.9,5.5,9.7,.571,2.0,4.3,.463,3.9,4.4,.876,0.9,4.3,5.2,1.4,0.9,0.3,1.7,2.1,6-10,250
2022,3,Mike James,ASM,38,31.3,16.4,5.4,13.3,.411,1.9,6.1,.313,3.6,4.3,.833,0.3,2.9,3.2,5.7,1.2,0.1,2.5,2.2,6-1,190
2022,4,Scottie Wilbekin,MAC,35,29.0,15.4,5.0,12.0,.419,2.6,6.9,.379,2.7,2.9,.941,0.3,1.9,2.1,4.1,1.5,0.0,2.0,1.6,6-2,176
2022,5,Will Clyburn,CSKA,20,28.2,14.9,4.9,12.4,.391,1.7,5.1,.333,3.5,4.0,.886,1.4,3.8,5.2,1.7,0.7,0.3,2.0,1.5,6-6,210
2022,6,Shane Larkin,EFE,39,32.0,14.7,4.6,10.5,.436,2.4,6.2,.382,3.2,3.5,.898,0.2,2.7,3.0,5.3,1.3,0.0,2.4,1.2,5-11,175
2022,7,Elie Okobo,LYV,27,27.6,14.5,5.3,11.6,.462,1.6,4.2,.368,2.3,2.8,.827,0.2,2.6,2.8,3.9,0.7,0.1,3.1,2.1,6-3,190
2022,8,Nemanja Nedovic,PAN,26,23.6,14.3,4.7,10.6,.446,2.3,6.1,.384,2.5,2.9,.853,0.5,1.7,2.2,3.2,0.5,0.1,2.2,2.0,6-3,192
2022,9,Mario Hezonja,UNI,25,29.6,14.2,5.2,11.7,.447,1.8,5.2,.349,2.0,2.5,.778,0.6,5.5,6.1,1.8,1.2,0.3,2.3,2.8,6-8,220
2022,10,Wade Baldwin IV,BASK,30,28.1,14.1,5.2,11.3,.460,1.1,3.3,.340,2.6,3.2,.813,0.2,3.3,3.6,4.4,1.1,0.2,2.7,2.4,6-4,220
2022,14,Lorenzo Brown,UNI,24,29.4,13.8,5.3,10.8,.488,1.2,3.6,.322,2.0,2.3,.857,0.8,2.8,3.6,6.1,1.5,0.2,2.9,2.0,6-5,189
2022,15,Sasha Vezenkov,OLY,38,30.3,13.7,4.9,9.3,.530,1.6,4.3,.370,2.2,2.7,.833,1.5,4.4,5.9,1.5,1.0,0.2,0.8,1.5,6-8,225
2022,16,Jan Vesely,FEN,22,28.5,13.6,5.5,8.9,.617,0.1,0.4,.333,2.5,3.4,.733,1.7,4.4,6.1,2.5,1.1,0.4,2.0,2.5,6-11,240
2022,17,Maodo Lo,BER,33,24.1,13.3,4.4,9.4,.472,2.0,4.6,.444,2.5,2.9,.835,0.3,2.0,2.3,3.7,0.8,0.0,2.1,1.2,6-3,194
2022,18,Jordan Loyd,ZEN,23,27.3,13.2,4.6,10.5,.436,1.5,4.3,.347,2.6,3.1,.833,0.5,3.4,4.0,3.9,1.0,0.1,2.2,2.9,6-4,210
2022,20,Daryl Macon,PAN,31,25.9,13.1,4.1,9.5,.435,1.5,4.6,.333,3.3,3.7,.871,0.4,1.8,2.2,3.6,0.7,0.1,2.2,2.5,6-3,185
2022,21,Shavon Shields,MIL,24,29.8,13.0,4.8,11.0,.437,1.4,4.1,.347,2.0,2.5,.787,0.5,3.5,4.0,2.8,1.1,0.4,1.7,1.8,6-7,225
2022,22,Tyler Dorsey,OLY,38,24.3,12.8,4.4,9.9,.443,1.9,5.1,.374,2.2,2.8,.781,0.4,2.0,2.3,2.0,0.5,0.1,1.8,2.0,6-5,183
2022,23,Tornike Shengelia,CSKA,15,24.8,12.7,4.8,10.1,.474,0.9,2.7,.341,2.2,3.0,.733,1.7,2.9,4.7,2.5,0.9,0.3,2.0,2.3,6-9,220
2022,24,Nikola Kalinic,ZVE,32,30.1,12.6,4.7,10.8,.436,1.0,3.6,.276,2.2,3.1,.717,0.8,3.1,3.9,3.4,1.0,0.1,2.7,2.3,6-8,222
2022,26,Ante Zizic,MAC,31,21.2,12.2,5.0,7.5,.667,0.0,0.0,.000,2.1,2.9,.730,2.2,2.9,5.0,0.6,0.5,0.8,1.1,1.5,6-11,254
2022,27,Vladimir Lucic,BAY,32,30.1,12.1,3.6,8.3,.427,1.5,4.5,.333,3.5,3.9,.881,0.5,3.7,4.2,1.5,0.7,0.2,1.1,2.2,6-8,200
2022,28,Ioannis Papapetrou,PAN,23,29.1,12.0,4.4,10.8,.411,1.2,4.7,.252,1.9,2.4,.800,0.6,2.6,3.2,2.5,0.4,0.1,1.5,1.8,6-8,225
2022,29,Kostas Sloukas,OLY,37,25.0,11.9,3.9,8.5,.455,1.6,3.9,.418,2.6,3.0,.848,0.3,2.3,2.6,5.0,0.8,0.1,2.2,1.4,6-2,210
2022,30,Guerschon Yabusele,RMB,36,27.6,11.9,4.4,8.8,.502,1.5,3.7,.402,1.6,2.0,.789,1.3,3.5,4.8,1.5,0.9,0.2,1.5,1.5,6-8,265
2022,31,Nando De Colo,FEN,21,22.1,11.9,4.0,8.5,.478,1.2,3.8,.316,2.6,3.0,.871,0.1,2.1,2.2,3.8,1.3,0.2,2.5,1.4,6-5,195
2022,32,Isaiah Canaan,UNI,24,23.9,11.8,3.9,9.5,.410,2.4,5.8,.410,1.7,2.0,.816,0.3,1.5,1.8,1.3,0.5,0.2,1.6,2.8,6-0,200
2022,34,Rokas Giedraitis,BASK,29,28.8,11.1,3.8,8.3,.459,1.8,4.4,.398,1.7,2.1,.806,0.8,2.5,3.2,1.3,1.0,0.1,1.0,1.2,6-7,179
2022,37,Edy Tavares,RMB,35,23.0,10.9,4.4,6.4,.689,0.0,0.1,.000,2.1,2.8,.737,3.1,4.5,7.5,1.0,0.9,1.7,1.8,2.3,7-3,265
2022,41,Ognjen Dobric,ZVE,29,22.6,10.3,3.7,9.1,.408,1.6,4.3,.357,1.3,1.8,.745,0.7,1.2,1.9,1.3,0.7,0.1,1.3,1.7,6-6,198
2022,42,John Brown,UNI,25,30.8,10.3,4.3,8.9,.484,0.1,0.6,.133,1.6,2.6,.600,2.0,2.8,4.8,1.2,2.8,0.1,1.0,2.4,6-8,205
2022,43,Marko Guduric,FEN,28,20.5,10.3,3.4,7.8,.442,1.6,4.5,.362,1.8,2.1,.817,0.3,1.9,2.2,2.8,0.8,0.1,2.0,2.1,6-6,201
2022,44,George Papagiannis,PAN,29,28.4,10.2,4.6,7.2,.641,0.0,0.0,.000,1.0,1.3,.737,2.2,6.0,8.2,0.8,0.8,1.7,1.3,1.7,7-2,275
2022,45,Lukas Lekavicius,ZAL,32,23.7,10.2,3.6,8.2,.439,0.9,2.8,.341,2.0,2.3,.878,0.3,1.0,1.3,4.2,0.7,0.0,2.1,1.9,6-0,167
2022,46,David Lighty,LYV,11,25.3,10.1,3.7,6.8,.547,1.3,2.2,.583,1.4,2.1,.652,0.5,2.3,2.7,1.3,0.5,0.1,1.4,1.9,6-6,216
2022,47,Devon Hall,MIL,36,27.1,9.9,3.6,8.3,.433,1.4,3.9,.371,1.3,1.7,.787,0.4,1.7,2.1,2.2,0.6,0.2,1.1,2.0,6-5,215
2022,48,Brandon Davies,FCB,36,19.9,9.9,3.9,7.5,.519,0.2,0.7,.250,1.9,2.9,.680,1.1,2.6,3.7,1.6,0.6,0.3,1.7,2.4,6-10,240
2022,50,Donatas Motiejunas,ASM,38,19.2,9.7,4.1,7.2,.573,0.5,1.4,.327,1.0,2.2,.447,1.6,3.1,4.6,0.7,0.5,0.3,1.0,2.2,7-0,222
2022,53,Tibor Pleiss,EFE,40,18.2,9.6,4.0,7.0,.569,0.6,1.3,.442,1.0,1.2,.891,1.5,2.8,4.3,0.6,0.4,0.5,0.7,1.5,7-3,256
2022,54,Alpha Diallo,ASM,34,24.7,9.6,3.5,7.1,.494,0.8,2.0,.382,1.8,2.4,.732,1.8,3.0,4.8,1.7,1.4,0.3,1.4,2.8,6-6,207
2022,55,Nicolas Laprovittola,FCB,38,20.5,9.6,3.2,6.8,.477,1.9,4.4,.440,1.2,1.3,.882,0.3,1.5,1.8,3.0,0.7,0.0,1.6,2.6,6-4,180
2022,56,Gabriel Deck,RMB,11,25.6,9.5,3.5,6.1,.567,0.7,1.5,.471,1.9,2.3,.840,1.2,3.6,4.8,0.8,0.6,0.0,1.4,2.3,6-8,232
2022,60,Rodrigue Beaubois,EFE,35,22.2,9.2,3.4,7.7,.442,1.7,4.4,.396,0.6,0.9,.667,0.3,1.7,2.0,1.9,0.5,0.3,0.7,1.6,6-1,183
2022,62,Devin Booker,FEN,29,24.3,9.1,3.8,6.6,.568,0.5,1.3,.368,1.1,1.4,.762,1.7,2.7,4.4,1.6,0.7,0.2,1.4,2.3,6-8,250
2022,63,Gabriel Lundberg,CSKA,24,21.1,9.1,3.5,7.8,.446,1.1,3.3,.338,1.0,1.3,.833,0.6,1.8,2.4,2.0,0.9,0.0,1.6,2.0,6-4,202
2022,67,Oscar da Silva,BER,33,18.5,8.8,3.7,6.6,.558,0.3,1.2,.256,1.2,1.6,.717,1.2,2.2,3.5,0.8,0.9,0.6,0.9,1.8,6-9,230
2022,68,Sergio Llull,RMB,36,19.8,8.8,2.9,8.9,.329,1.6,5.4,.306,1.3,1.9,.701,0.1,1.5,1.7,2.8,0.5,0.0,1.2,1.7,6-3,190
2022,69,Josh Nebo,ZAL,28,22.6,8.8,3.6,5.6,.646,0.0,0.0,.000,1.5,2.2,.672,2.5,3.7,6.2,0.5,0.6,0.8,1.2,1.7,6-9,244
2022,71,Alec Peters,BASK,14,22.8,8.6,3.4,6.9,.485,1.2,3.4,.354,0.7,0.9,.769,1.1,2.1,3.2,1.6,0.5,0.2,1.1,2.3,6-9,225
2022,72,Fabien Causeur,RMB,28,20.1,8.5,3.0,6.1,.497,1.5,3.4,.432,1.0,1.4,.692,0.3,1.3,1.6,1.4,0.4,0.1,1.1,2.2,6-3,198
2022,73,Marius Grigonis,CSKA,16,19.4,8.5,2.4,5.8,.424,1.6,3.6,.431,2.1,2.3,.917,0.2,1.3,1.4,1.9,0.6,0.0,1.3,2.6,6-6,195
2022,74,Daniel Hackett,CSKA,22,21.5,8.5,2.9,6.5,.448,1.1,2.8,.403,1.5,1.9,.786,0.4,1.5,1.9,2.6,0.8,0.0,1.0,2.7,6-5,215
2022,75,Johannes Voigtmann,CSKA,20,21.3,8.5,3.1,6.1,.504,1.5,3.8,.400,0.9,1.0,.850,0.8,3.2,4.0,2.1,0.7,0.5,1.2,2.2,6-11,228
2022,77,Donta Hall,ASM,35,18.5,8.4,3.6,4.7,.767,0.0,0.1,.000,1.3,1.7,.721,1.9,3.3,5.1,0.3,0.6,1.1,0.6,2.1,6-9,229
2022,80,Joffrey Lauvergne,ZAL,13,15.5,8.3,3.5,6.6,.523,0.0,0.0,.000,1.4,2.0,.692,1.2,2.2,3.4,0.9,0.4,0.2,1.0,1.5,6-11,260
2022,82,Dyshawn Pierre,FEN,28,27.8,8.3,3.2,6.8,.471,0.7,2.3,.313,1.2,1.5,.829,1.3,3.1,4.4,2.0,1.0,0.4,1.2,1.3,6-6,230
2022,83,Luka Mitrovic,ZVE,31,20.0,8.3,3.1,5.2,.594,0.0,0.0,.000,2.1,3.1,.680,1.6,2.7,4.3,1.7,0.6,0.2,1.7,2.2,6-8,200
2022,85,Keenan Evans,MAC,33,25.3,8.2,2.9,6.6,.442,0.8,2.6,.329,1.5,1.8,.879,0.4,2.0,2.5,3.5,1.2,0.2,1.3,2.3,6-3,190
2022,86,Moustapha Fall,OLY,37,23.0,8.2,3.3,4.7,.703,0.0,0.0,.000,1.5,2.5,.613,1.8,3.2,5.1,1.1,0.4,1.0,1.1,1.8,7-2,235
2022,88,Edgaras Ulanovas,ZAL,32,27.5,8.1,2.8,6.3,.441,0.8,2.3,.347,1.8,2.2,.789,1.4,2.9,4.3,2.0,0.8,0.2,1.2,1.7,6-6,192
2022,89,Nicolo Melli,MIL,32,25.1,8.1,2.9,6.2,.467,0.4,1.5,.292,1.9,2.4,.792,1.8,4.9,6.7,1.3,1.1,0.4,1.1,2.5,6-9,235
2022,97,Nikola Milutinov,CSKA,16,19.2,7.7,3.0,5.2,.578,0.0,0.1,.000,1.7,2.4,.711,2.8,3.7,6.5,0.9,0.4,0.4,0.6,0.9,7-0,220
2022,99,Kostas Mitoglou,MIL,13,17.5,7.6,3.2,6.7,.471,0.6,2.1,.296,0.7,0.8,.818,1.4,2.8,4.2,1.2,0.8,0.4,1.0,1.2,6-10,245
2022,102,Vincent Poirier,RMB,37,18.0,7.4,2.8,4.9,.571,0.0,0.2,.167,1.7,2.2,.768,2.4,2.8,5.2,0.9,0.8,0.9,1.3,2.1,7-0,235
2022,103,Nick Calathes,FCB,29,24.6,7.3,3.2,6.5,.487,0.7,2.2,.317,0.3,0.7,.450,0.5,3.4,4.0,6.4,1.1,0.1,1.9,2.5,6-6,213
2022,104,Achille Polonara,FEN,30,22.4,7.3,2.7,6.3,.436,1.1,3.5,.302,0.8,1.3,.600,1.3,3.0,4.3,1.1,0.7,0.5,0.4,1.4,6-8,198
2022,108,Paris Lee,ASM,36,19.5,7.2,2.3,5.9,.398,1.3,3.7,.353,1.2,1.4,.863,0.1,1.3,1.4,2.4,1.2,0.0,1.0,2.3,6-0,185
2022,109,Bryant Dunston,EFE,37,18.0,7.1,2.7,3.8,.707,0.1,0.2,.500,1.7,2.4,.697,1.5,1.7,3.2,0.9,0.8,1.0,0.6,2.7,6-8,233
2022,110,Rokas Jokubaitis,FCB,37,16.9,7.1,2.8,4.9,.563,0.7,1.2,.568,0.8,1.1,.714,0.4,1.2,1.6,2.6,0.4,0.0,1.7,1.7,6-4,182
2022,112,Alex Abrines,FCB,13,14.8,7.0,2.4,4.8,.500,1.8,3.5,.511,0.5,0.5,1.000,0.4,1.3,1.7,0.2,0.3,0.2,0.5,1.8,6-6,190
2022,113,Shaquielle McKissic,OLY,37,16.6,7.0,2.3,5.0,.457,0.7,2.1,.316,1.8,2.4,.722,0.4,1.5,1.9,1.5,0.9,0.1,0.6,1.6,6-5,200
2022,117,Ognjen Jaramaz,BAY,36,16.3,6.8,2.3,5.6,.418,1.0,2.8,.353,1.1,1.5,.755,0.6,0.9,1.5,1.1,0.6,0.1,1.0,2.0,6-4,181
2022,120,Kostas Papanikolaou,OLY,37,23.5,6.6,2.3,5.7,.408,1.2,3.8,.331,0.7,0.9,.758,0.5,2.5,3.0,1.6,0.9,0.2,1.1,2.0,6-8,225
