,MPG_scaled,PPG_scaled,FGM_scaled,FGA_scaled,FG%_scaled,3PM_scaled,3PA_scaled,3P%_scaled,FTM_scaled,FTA_scaled,FT%_scaled,ORB_scaled,DRB_scaled,RPG_scaled,APG_scaled,SPG_scaled,BPG_scaled,TOV_scaled,PF_scaled,Height_scaled,Weight_scaled,score
0,0.14094365507738882,2.9757813260246957,2.186629794551577,1.9453438411773991,-0.45167454012736513,2.9405272022579667,1.995867796132973,0.415911775817507,0.11892006357320287,0.11537805824282854,0.10101123721227523,-0.33195539105900546,-0.4762861104179876,-0.5752021864571392,-0.037515887902021504,-0.296828041669381,-0.5572309229083073,0.10431532933622,0.0,-1.7027643888302089,-0.7301169802467965,7.881055629785823
1,0.5807923601785921,2.5506152181748094,1.8156585759399722,1.6813043155970921,-0.5013469750173225,1.3088798174822858,1.0005192190459333,0.25843029139738743,0.24399933362629272,0.2628378571409472,0.00841447905385168,-0.21145399855994837,0.5404275347829596,0.34381730797194193,0.6752859822363874,0.9019557401451236,-0.34035706278198286,0.13450664501047307,-0.0,-1.2500656993526906,-0.49328859570238104,9.510932346369724
2,0.373507338234347,2.4177508094717197,1.692001503069437,1.3512549086217083,-0.2033123656775785,0.49305612509444535,0.3464330112458788,0.3652927272538971,0.32738551366168595,0.31488249204616553,0.11668145782370079,-0.33195539105900546,0.013242681715801882,-0.16322793033375788,0.634554446799907,0.5594460881981224,-0.12348320265565839,0.20998493419610567,-0.0,-0.5710176651364135,0.2171965579308656,8.039674040501376
3,0.3633958737492617,2.3911779277311025,1.568344430198902,1.1532252644364775,0.04504980877220765,1.5128357405792456,0.8867650959502716,0.6127636313426561,0.24399933362629272,0.20211911641819247,0.1836360367997918,-0.21145399855994837,0.05089874264917016,-0.0681569481514392,0.4308967696175044,0.9019557401451236,-0.34035706278198286,0.16469796068472609,0.0,-0.7973670098751726,-0.49328859570238104,8.801137857630003
4,0.31789428356637867,2.2848864007686305,1.506515893763635,0.8671824450578113,0.4921017227818236,1.3088798174822858,0.7730109728546101,0.5171498729447264,0.26484587863514103,0.24548964550587438,0.1152568923135712,0.5718050526839229,0.6533957175830647,0.8508625462776421,-0.1800762619297033,0.21693643625112108,0.09339065747066604,0.07412401366196696,0.0,0.787078403296141,0.9276817115641123,12.688412102533421
5,0.5757366279360496,2.2583135190280132,1.444687357328367,1.1532252644364775,-0.16357441776561263,1.614813702127726,1.1142733421415951,0.3652927272538971,0.2335760611218686,0.19344501060065603,0.2021553884314765,-0.39220608730853407,0.2015229863826439,-0.0681569481514392,0.6752859822363874,0.7307009141716232,-0.34035706278198286,0.10431532933622,-0.0,-1.7027643888302089,-0.8485311725190045,7.351754135176218
6,0.3684516059918043,2.04573046510307,1.8774871123752395,1.5932911404036565,-0.3026572354574932,1.1049238943853257,0.6876953805328638,0.4721551631104064,0.056380428546657924,0.019962894249928247,0.27480822944808575,-0.27170469480947695,0.05089874264917016,-0.09984727554554533,0.2679706278715823,0.3881912622246217,-0.34035706278198286,0.2854632233817383,0.0,-0.7973670098751726,-0.49328859570238104,7.188188296102096
7,0.5150678410255387,1.9660118198812162,1.568344430198902,1.1532252644364775,-0.004622626117749688,1.7167916636762062,1.1711504036894258,0.3540440497953171,0.07722697355550626,0.07200752915514659,0.07821818905020171,-0.09095260606089128,0.35214723011611754,0.21705599839551715,0.2068733247168615,1.0732105661186244,-0.34035706278198286,0.13450664501047307,-0.0,0.10803036907986374,0.3356107502030734,10.663590753143842
8,0.4493433218724855,1.7800016476968912,1.3210302844578319,1.043208795444683,-0.1337709568316382,0.5950340866429256,0.4886256651154559,0.13469483935300783,0.19188297110417193,0.1500744815129741,0.19360799537069895,-0.33195539105900546,0.05089874264917016,-0.1315376029396516,0.16614178928038106,0.7307009141716232,-0.12348320265565839,0.16469796068472609,0.0,-1.0237163546139316,-0.49328859570238104,5.22219139155476
9,0.3633958737492617,1.647137238993802,1.3828588208930999,0.9331923264528882,0.14439467855212232,-0.11881164419643485,0.1473632958284708,-0.3996173399295399,0.21272951611302027,0.21946732805326527,0.031207527215925207,0.33080226768580867,0.5780835957163281,0.6290302545188983,0.30870216330806277,0.5594460881981224,-0.12348320265565839,0.22508059203323222,0.0,0.5607290585573819,0.2171965579308656,7.848904997018922
10,0.08027486816687805,1.5939914755125664,1.3210302844578319,0.9331923264528882,0.07485326970618204,1.0029459328368457,0.630818318985033,0.46090648565182646,0.07722697355550626,0.0546593175200738,0.1451727680262927,-0.39220608730853407,-0.17503762295104025,-0.3533698946983954,0.16614178928038106,-0.296828041669381,-0.34035706278198286,0.07412401366196696,-0.0,-0.7973670098751726,-0.44592291879349794,3.814249185736267
11,0.13083219059230372,1.5408457120313304,0.9500590658462275,1.043208795444683,-0.7199056885331342,1.7167916636762062,1.228027465237257,0.3146736786902873,0.11892006357320287,0.09802984660775575,0.14089907149590392,-0.39220608730853407,-0.25034974481777705,-0.4167505494866079,-0.017150120183781276,-0.4680828676428816,-0.5572309229083073,0.013741382313460877,0.0,-0.3446683203976544,0.3356107502030734,4.465295384433011
12,0.47967771532774073,1.4876999485500948,1.2592017480225648,0.3831099814939148,1.4656814466249863,-0.9346353365842753,-0.7057926273889918,-1.833823715898484,0.26484587863514103,0.40162355022152935,-0.22663883011753141,0.8730585339315656,0.6910517785164332,1.0410045106422794,-0.07824742333850206,0.5594460881981224,1.3946338182286129,0.08921967149909349,0.0,0.5607290585573819,0.9276817115641123,8.099527506685789
13,0.570680895693507,1.461127066809477,1.1355446751520297,0.8451791512594523,-0.07416403496368996,0.9009679712883656,0.6876953805328638,0.25843029139738743,0.09807351856435453,0.08935574079021935,0.09388840966162726,0.3910529639353373,0.35214723011611754,0.5022689449424732,-0.017150120183781276,0.5594460881981224,-0.12348320265565839,-0.001354275523665662,0.0,0.33437971381862286,1.0224130653818784,9.086499474215039
14,0.2268911032006124,1.407981303328241,0.9500590658462275,0.4931264504857094,0.5417741576717809,-0.016833682647954824,0.005170641958893683,0.15156785554087776,0.2231527886174444,0.24548964550587438,-0.002982045027185082,0.7525571414325087,0.8793320831832752,1.1360754928245982,-0.07824742333850206,0.7307009141716232,0.527138377723315,0.11941098717334653,-0.0,-0.11831897565889533,0.26456223483974867,8.43860811683154
15,0.15611085180501655,1.381408421587623,1.0737161387167624,0.8231758574610935,-0.014557113095741155,1.3088798174822858,0.7445724420806945,0.5902662764254961,0.03553388353780961,0.011288788432391847,0.22067474006316123,-0.21145399855994837,0.7287078394498014,0.5022689449424732,-0.1800762619297033,0.5594460881981224,-0.34035706278198286,-0.016449933360792167,-0.0,0.33437971381862286,0.2171965579308656,7.924731992204052
16,0.039829010226537474,1.381408421587623,0.9500590658462275,0.5151297442840683,0.4622982618478492,0.6970120481914056,0.3748715420197941,0.4890281792982764,0.16061315359089948,0.1500744815129741,0.07536905802994252,-0.09095260606089128,-0.024413379217566557,-0.09984727554554533,0.08467871840742006,-0.6393376936163824,-0.12348320265565839,-0.001354275523665662,-0.0,0.5607290585573819,0.14614804256754094,5.107860353348233
17,0.40889746393214493,1.3282626581063874,1.0737161387167624,1.021205501646324,-0.47154351408334805,0.6970120481914056,0.630818318985033,0.027832403496498466,0.09807351856435453,0.09802984660775575,0.029782961705795613,0.15005017893722306,0.4651154129162227,0.5022689449424732,0.043947182970939504,0.5594460881981224,-0.12348320265565839,0.04393269798771392,-0.0,-0.11831897565889533,-0.019631826613549952,6.445413846893705
18,0.45945478635757053,1.3016897763657693,1.3210302844578319,1.30724832102499,-0.6106263317752286,0.5950340866429256,0.5455027266632868,0.1065731457065579,0.014687338528961306,0.002614682614855449,0.13235167843512632,-0.09095260606089128,0.013242681715801882,-0.0681569481514392,0.87894365941879,0.5594460881981224,-0.34035706278198286,0.20998493419610567,0.0,-0.3446683203976544,-0.5169714341568226,5.476071487002677
19,0.2622812288984103,1.2751168946251514,1.0737161387167624,0.44911986288899175,0.8795467149234898,1.0029459328368457,0.3179944804719633,1.175197504271654,0.03553388353780961,0.019962894249928247,0.15941842312758867,0.21030087518675156,0.5404275347829596,0.5973399271247921,-0.037515887902021504,-0.296828041669381,-0.34035706278198286,0.013741382313460877,0.0,0.5607290585573819,0.3356107502030734,8.234282494363628
