,player,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,PPG,Height,Weight
133,Derrick White,33.901408450704224,5.563380281690141,12.690140845070422,0.438,3.4788732394366195,9.126760563380282,0.381,1.8450704225352113,2.1971830985915495,0.84,0.8309859154929577,3.619718309859155,4.450704225352113,4.619718309859155,0.9577464788732394,1.0422535211267605,1.6338028169014085,1.9014084507042253,16.450704225352112,75.25,189.8
134,Desmon Farmer,18.0,1.3333333333333333,4.666666666666667,0.286,1.0,4.0,0.25,0.6666666666666666,0.6666666666666666,1.0,0.0,2.0,2.0,0.6666666666666666,0.0,0.0,1.3333333333333333,2.0,4.333333333333333,76.5,214.0
135,Devin Booker,37.31884057971015,8.478260869565217,18.565217391304348,0.457,2.536231884057971,7.478260869565218,0.339,5.840579710144928,6.536231884057971,0.894,0.9710144927536232,3.101449275362319,4.072463768115942,7.043478260869565,0.9420289855072463,0.2028985507246377,2.8550724637681157,2.681159420289855,25.333333333333332,76.5,205.8
136,Devin Ebanks,10.368421052631579,1.263157894736842,3.8421052631578947,0.329,0.3157894736842105,1.1578947368421053,0.273,0.5789473684210527,0.7368421052631579,0.786,0.5263157894736842,1.631578947368421,2.1578947368421053,0.5263157894736842,0.15789473684210525,0.05263157894736842,0.5789473684210527,1.2105263157894737,3.4210526315789473,79.0,207.8
137,Devin Robinson,13.571428571428571,2.7142857142857144,4.571428571428571,0.594,0.0,0.2857142857142857,0.0,1.2857142857142858,2.0,0.643,0.8571428571428571,2.0,2.857142857142857,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.2857142857142857,1.5714285714285714,6.714285714285714,79.0,189.6
138,Devon Hall,7.363636363636363,0.5454545454545454,2.727272727272727,0.2,0.36363636363636365,1.5454545454545454,0.235,0.36363636363636365,0.7272727272727273,0.5,0.18181818181818182,0.45454545454545453,0.6363636363636364,1.1818181818181819,0.36363636363636365,0.09090909090909091,0.45454545454545453,0.5454545454545454,1.8181818181818181,76.25,206.4
139,Devyn Marble,8.892857142857142,0.75,2.5357142857142856,0.296,0.2857142857142857,1.1428571428571428,0.25,0.35714285714285715,0.8571428571428571,0.417,0.21428571428571427,1.1428571428571428,1.3571428571428572,0.42857142857142855,0.4642857142857143,0.03571428571428571,0.25,0.8928571428571429,2.142857142857143,77.0,192.4
140,Dewayne Dedmon,11.210526315789474,2.026315789473684,3.973684210526316,0.51,0.3157894736842105,1.0263157894736843,0.308,0.868421052631579,1.2894736842105263,0.673,0.8947368421052632,2.6315789473684212,3.526315789473684,0.6842105263157895,0.23684210526315788,0.5,0.6578947368421053,1.9736842105263157,5.2368421052631575,82.0,238.8
141,Deyonta Davis,13.11111111111111,1.6666666666666667,2.4444444444444446,0.682,0.0,0.1111111111111111,0.0,0.6666666666666666,1.1111111111111112,0.6,1.1111111111111112,2.888888888888889,4.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,1.3333333333333333,4.0,81.25,237.2
142,Dillon Brooks,32.06944444444444,5.027777777777778,11.902777777777779,0.422,2.4722222222222223,6.263888888888889,0.395,1.3611111111111112,1.6527777777777777,0.824,1.0277777777777777,2.7083333333333335,3.736111111111111,1.7361111111111112,0.8333333333333334,0.2222222222222222,1.0416666666666667,3.3055555555555554,13.88888888888889,77.0,220.2
143,Dion Waiters,20.7,4.1,9.9,0.414,1.5,4.7,0.319,1.4,1.7,0.824,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1,74.5,221.0
144,Dionte Christmas,6.387096774193548,0.7096774193548387,2.0,0.355,0.2903225806451613,1.0,0.29,0.5806451612903226,0.7741935483870968,0.75,0.41935483870967744,0.8064516129032258,1.2258064516129032,0.25806451612903225,0.06451612903225806,0.0967741935483871,0.1935483870967742,0.6129032258064516,2.2903225806451615,76.25,210.8
145,Dominique Jones,11.655172413793103,1.3793103448275863,3.7586206896551726,0.367,0.034482758620689655,0.3103448275862069,0.111,1.206896551724138,1.8275862068965518,0.66,0.6206896551724138,0.9310344827586207,1.5517241379310345,2.8620689655172415,0.4827586206896552,0.06896551724137931,1.3103448275862069,1.0,4.0,75.25,216.0
146,Donovan Mitchell,31.397058823529413,8.235294117647058,18.647058823529413,0.442,3.2794117647058822,8.955882352941176,0.366,4.205882352941177,5.073529411764706,0.829,0.7941176470588235,3.7205882352941178,4.514705882352941,4.9411764705882355,1.338235294117647,0.19117647058823528,2.0588235294117645,1.9705882352941178,23.955882352941178,73.25,211.4
147,Donte DiVincenzo,26.107142857142858,3.982142857142857,9.571428571428571,0.416,2.7857142857142856,7.089285714285714,0.393,0.875,1.1071428571428572,0.79,0.5357142857142857,3.232142857142857,3.767857142857143,3.75,1.2142857142857142,0.26785714285714285,1.5,1.8035714285714286,11.625,75.5,200.6
148,Dorian Finney-Smith,28.649122807017545,3.087719298245614,6.9298245614035086,0.446,1.9824561403508771,4.894736842105263,0.405,0.49122807017543857,0.7543859649122807,0.651,1.3157894736842106,2.719298245614035,4.035087719298246,1.368421052631579,0.9473684210526315,0.3684210526315789,0.9298245614035088,2.210526315789474,8.649122807017545,78.5,212.6
149,Doron Lamb,13.11320754716981,1.1886792452830188,3.018867924528302,0.394,0.6792452830188679,1.6981132075471699,0.4,0.5471698113207547,0.6792452830188679,0.806,0.1509433962264151,0.7735849056603774,0.9245283018867925,0.8113207547169812,0.20754716981132076,0.018867924528301886,0.5094339622641509,1.0188679245283019,3.6037735849056602,75.25,199.4
150,Doug McDermott,7.973684210526316,1.1578947368421053,2.6842105263157894,0.431,1.0,2.3157894736842106,0.432,0.07894736842105263,0.13157894736842105,0.6,0.05263157894736842,0.42105263157894735,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.7105263157894737,3.3947368421052633,78.25,218.0
151,Draymond Green,28.95,3.216666666666667,7.483333333333333,0.43,1.15,3.5833333333333335,0.321,1.5333333333333334,2.2333333333333334,0.687,1.0833333333333333,5.016666666666667,6.1,5.633333333333334,1.45,1.05,2.5,3.183333333333333,9.116666666666667,77.75,235.6
152,Dwayne Bacon,25.73611111111111,4.055555555555555,10.083333333333334,0.402,0.8194444444444444,2.875,0.285,2.013888888888889,2.4444444444444446,0.824,0.4305555555555556,2.6805555555555554,3.111111111111111,1.2916666666666667,0.625,0.06944444444444445,0.6388888888888888,1.4305555555555556,10.944444444444445,76.75,221.6
153,Dwight Howard,16.183333333333334,2.2333333333333334,3.65,0.612,0.13333333333333333,0.25,0.533,1.6,2.433333333333333,0.658,1.9666666666666666,3.966666666666667,5.933333333333334,0.5833333333333334,0.5666666666666667,0.6,0.7833333333333333,1.9166666666666667,6.2,81.0,240.0
154,Dwight Powell,10.22,0.8,1.1,0.727,0.02,0.04,0.5,0.54,0.82,0.659,0.92,1.32,2.24,1.08,0.34,0.42,0.36,1.48,2.16,81.5,234.4
155,Dwyane Wade,26.180555555555557,5.777777777777778,13.333333333333334,0.433,1.1944444444444444,3.625,0.33,2.2916666666666665,3.236111111111111,0.708,0.9583333333333334,3.0,3.9583333333333335,4.180555555555555,0.8194444444444444,0.5277777777777778,2.3055555555555554,1.6388888888888888,15.041666666666666,75.75,212.0
156,E'Twaun Moore,14.407407407407407,2.037037037037037,4.481481481481482,0.455,0.4074074074074074,1.2962962962962963,0.314,0.4444444444444444,0.5185185185185185,0.857,0.5185185185185185,1.1481481481481481,1.6666666666666667,1.4814814814814814,0.5555555555555556,0.18518518518518517,0.8518518518518519,1.1851851851851851,4.925925925925926,74.5,191.4
157,Earl Clark,9.3,1.1,3.0,0.367,0.4,1.4,0.286,0.1,0.4,0.25,0.1,2.2,2.3,0.3,0.3,0.4,0.6,1.2,2.7,80.5,228.4
158,Earl Watson,6.708333333333333,0.125,0.4583333333333333,0.273,0.08333333333333333,0.2916666666666667,0.286,0.16666666666666666,0.16666666666666666,1.0,0.20833333333333334,0.4166666666666667,0.625,1.1666666666666667,0.20833333333333334,0.041666666666666664,0.7083333333333334,1.375,0.5,72.0,184.0
159,Eddie Griffin,7.076923076923077,0.5384615384615384,2.076923076923077,0.259,0.0,0.07692307692307693,0.0,0.3076923076923077,0.38461538461538464,0.8,0.5384615384615384,1.3846153846153846,1.9230769230769231,0.3076923076923077,0.0,0.5384615384615384,0.46153846153846156,0.6153846153846154,1.3846153846153846,81.25,222.0
160,Eddie House,17.464285714285715,2.2857142857142856,5.732142857142857,0.399,1.2142857142857142,3.125,0.389,0.6785714285714286,0.7142857142857143,0.95,0.16071428571428573,1.4821428571428572,1.6428571428571428,1.1071428571428572,0.5714285714285714,0.05357142857142857,0.5178571428571429,1.2142857142857142,6.464285714285714,71.75,176.5
161,Edmond Sumner,13.88679245283019,2.339622641509434,5.0754716981132075,0.461,0.5849056603773585,1.6415094339622642,0.356,1.8679245283018868,2.0377358490566038,0.917,0.24528301886792453,1.2452830188679245,1.490566037735849,1.2830188679245282,0.5849056603773585,0.18867924528301888,0.9433962264150944,1.5660377358490567,7.132075471698113,76.0,176.4
162,Elfrid Payton,20.352941176470587,1.8823529411764706,5.411764705882353,0.348,0.0,0.058823529411764705,0.0,0.058823529411764705,0.17647058823529413,0.333,0.5294117647058824,2.4705882352941178,3.0,5.823529411764706,1.1176470588235294,0.5294117647058824,2.2941176470588234,1.5294117647058822,3.823529411764706,74.5,185.4
163,Elijah Hughes,12.055555555555555,1.3055555555555556,4.0,0.326,0.6944444444444444,2.638888888888889,0.263,0.19444444444444445,0.25,0.778,0.16666666666666666,1.4444444444444444,1.6111111111111112,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.4722222222222222,1.0833333333333333,3.5,76.75,229.0
164,Eric Bledsoe,25.203703703703702,3.6481481481481484,8.666666666666666,0.421,0.9444444444444444,3.0185185185185186,0.313,1.6481481481481481,2.1666666666666665,0.761,0.5185185185185185,2.8518518518518516,3.3703703703703702,4.166666666666667,1.2777777777777777,0.35185185185185186,2.1481481481481484,1.5740740740740742,9.88888888888889,72.25,191.6
165,Eric Gordon,19.692307692307693,2.230769230769231,5.230769230769231,0.426,1.435897435897436,3.5128205128205128,0.409,0.9230769230769231,1.2307692307692308,0.75,0.20512820512820512,0.9743589743589743,1.1794871794871795,1.6666666666666667,0.6666666666666666,0.3076923076923077,0.717948717948718,0.8205128205128205,6.82051282051282,74.0,222.0
166,Eric Paschall,12.689655172413794,1.9655172413793103,4.051724137931035,0.485,0.6896551724137931,1.8620689655172413,0.37,1.1379310344827587,1.4827586206896552,0.767,0.5172413793103449,1.3103448275862069,1.8275862068965518,0.6206896551724138,0.15517241379310345,0.08620689655172414,0.46551724137931033,0.8793103448275862,5.758620689655173,78.0,254.4
167,Eric Williams,5.761904761904762,0.9047619047619048,2.238095238095238,0.404,0.38095238095238093,0.9047619047619048,0.421,0.38095238095238093,0.6666666666666666,0.571,0.14285714285714285,0.6666666666666666,0.8095238095238095,0.3333333333333333,0.14285714285714285,0.0,0.3333333333333333,0.5714285714285714,2.5714285714285716,79.25,285.0
168,Evan Turner,13.210526315789474,1.3157894736842106,3.526315789473684,0.373,0.0,0.2631578947368421,0.0,0.631578947368421,0.7368421052631579,0.857,0.42105263157894735,1.5789473684210527,2.0,2.0,0.47368421052631576,0.42105263157894735,1.368421052631579,1.0526315789473684,3.263157894736842,77.75,213.8
169,Frank Kaminsky,6.527777777777778,0.8611111111111112,1.75,0.492,0.3611111111111111,0.9166666666666666,0.394,0.3888888888888889,0.4444444444444444,0.875,0.19444444444444445,1.25,1.4444444444444444,0.8888888888888888,0.16666666666666666,0.1111111111111111,0.25,0.6111111111111112,2.4722222222222223,83.75,231.2
170,Fred Jones,28.75,2.480769230769231,6.096153846153846,0.407,1.0384615384615385,2.826923076923077,0.367,1.2692307692307692,1.5576923076923077,0.815,0.4423076923076923,1.9807692307692308,2.423076923076923,3.6153846153846154,1.0192307692307692,0.21153846153846154,1.2692307692307692,2.1538461538461537,7.269230769230769,74.25,218.0
171,Gary Forbes,14.854166666666666,2.3333333333333335,5.645833333333333,0.413,0.6041666666666666,1.7291666666666667,0.349,1.375,1.8958333333333333,0.725,0.5625,1.5625,2.125,1.125,0.5,0.08333333333333333,1.125,1.1666666666666667,6.645833333333333,76.5,220.5
172,Gary Harris,15.0,0.9523809523809523,2.6904761904761907,0.354,0.6428571428571429,2.0476190476190474,0.314,0.16666666666666666,0.2857142857142857,0.583,0.42857142857142855,0.9523809523809523,1.380952380952381,0.6428571428571429,0.5714285714285714,0.2619047619047619,0.30952380952380953,0.9523809523809523,2.7142857142857144,74.5,204.8
173,Gary Payton II,14.913793103448276,2.793103448275862,4.775862068965517,0.585,0.5,1.5172413793103448,0.33,0.46551724137931033,0.6551724137931034,0.711,0.8448275862068966,2.1379310344827585,2.9827586206896552,1.3103448275862069,0.7931034482758621,0.29310344827586204,0.603448275862069,1.7413793103448276,6.551724137931035,74.0,183.8
174,Gary Trent,15.073529411764707,2.2794117647058822,4.823529411764706,0.473,0.0,0.08823529411764706,0.0,1.0147058823529411,1.338235294117647,0.758,1.2205882352941178,1.9558823529411764,3.176470588235294,0.7205882352941176,0.17647058823529413,0.25,0.7941176470588235,1.8970588235294117,5.573529411764706,76.25,204.2
175,George Hill,18.130434782608695,1.6956521739130435,3.608695652173913,0.47,0.7391304347826086,2.0652173913043477,0.358,0.9130434782608695,1.1956521739130435,0.764,0.32608695652173914,1.5217391304347827,1.8478260869565217,2.391304347826087,0.5652173913043478,0.13043478260869565,0.7391304347826086,1.1956521739130435,5.043478260869565,73.25,181.0
176,George King,4.75,0.0,1.25,0.0,0.0,1.0,0.0,0.25,0.5,0.5,0.0,1.25,1.25,0.0,0.0,0.0,0.25,1.0,0.25,76.75,218.6
177,Georges Niang,21.680555555555557,3.638888888888889,7.75,0.47,2.0833333333333335,5.069444444444445,0.411,0.6388888888888888,0.8055555555555556,0.793,0.6388888888888888,2.986111111111111,3.625,1.4305555555555556,0.375,0.18055555555555555,0.9722222222222222,2.5416666666666665,10.0,78.75,230.8
178,Gerald Green,20.17808219178082,3.164383561643836,7.917808219178082,0.4,2.136986301369863,6.041095890410959,0.354,0.7808219178082192,0.9315068493150684,0.838,0.410958904109589,2.0821917808219177,2.493150684931507,0.547945205479452,0.4520547945205479,0.3698630136986301,0.7534246575342466,1.726027397260274,9.246575342465754,78.0,192.0
179,Gerald Henderson,23.15277777777778,3.25,7.680555555555555,0.423,0.8472222222222222,2.4027777777777777,0.353,1.8472222222222223,2.2916666666666665,0.806,0.4722222222222222,2.0972222222222223,2.5694444444444446,1.5555555555555556,0.5555555555555556,0.20833333333333334,0.8611111111111112,1.7916666666666667,9.194444444444445,76.0,214.6
180,Gilbert Arenas,12.411764705882353,1.5294117647058822,3.764705882352941,0.406,0.7647058823529411,2.2941176470588234,0.333,0.4117647058823529,0.5882352941176471,0.7,0.11764705882352941,0.9411764705882353,1.0588235294117647,1.0588235294117647,0.6470588235294118,0.058823529411764705,0.7058823529411765,2.0588235294117645,4.235294117647059,74.25,199.0
181,Glen Rice,14.555555555555555,1.2222222222222223,4.222222222222222,0.289,0.2777777777777778,1.5555555555555556,0.179,0.9444444444444444,0.9444444444444444,1.0,0.5,1.7777777777777777,2.2777777777777777,1.3333333333333333,0.3333333333333333,0.0,0.7222222222222222,1.2222222222222223,3.6666666666666665,76.5,210.8
182,Glenn Robinson III,16.043478260869566,1.826086956521739,4.304347826086956,0.424,0.6956521739130435,1.9130434782608696,0.364,0.9130434782608695,1.0,0.913,0.4782608695652174,1.4782608695652173,1.9565217391304348,0.8695652173913043,0.17391304347826086,0.13043478260869565,0.4782608695652174,1.0,5.260869565217392,77.5,211.4
183,Gordon Hayward,24.41176470588235,3.6666666666666665,7.901960784313726,0.464,0.7254901960784313,1.7647058823529411,0.411,1.7450980392156863,2.3529411764705883,0.742,0.7450980392156863,2.803921568627451,3.549019607843137,3.0980392156862746,0.7843137254901961,0.2549019607843137,1.2941176470588236,1.3137254901960784,9.803921568627452,78.75,211.0
184,Gorgui Dieng,11.548387096774194,1.4516129032258065,3.774193548387097,0.385,0.6774193548387096,2.4193548387096775,0.28,0.3225806451612903,0.41935483870967744,0.769,0.8709677419354839,2.5806451612903225,3.4516129032258065,1.7096774193548387,0.12903225806451613,0.45161290322580644,1.032258064516129,1.8387096774193548,3.903225806451613,81.75,229.6
185,Grant Jerrett,6.375,0.875,3.25,0.269,0.125,1.875,0.067,0.125,0.125,1.0,0.25,0.875,1.125,0.375,0.25,0.25,0.375,1.375,2.0,80.75,232.0
186,Grayson Allen,24.087719298245613,3.245614035087719,7.298245614035087,0.445,2.3157894736842106,5.385964912280702,0.43,1.4210526315789473,1.7543859649122806,0.81,0.5087719298245614,2.473684210526316,2.982456140350877,2.087719298245614,0.8596491228070176,0.3333333333333333,1.0701754385964912,1.4736842105263157,10.228070175438596,75.0,198.0
187,Hakim Warrick,17.464285714285715,2.392857142857143,5.892857142857143,0.406,0.0,0.10714285714285714,0.0,2.142857142857143,3.142857142857143,0.682,0.75,2.4285714285714284,3.1785714285714284,0.8928571428571429,0.4642857142857143,0.21428571428571427,1.0357142857142858,1.3214285714285714,6.928571428571429,79.25,215.0
188,Harrison Barnes,26.905405405405407,4.027027027027027,8.094594594594595,0.497,1.7432432432432432,4.1891891891891895,0.416,1.864864864864865,2.364864864864865,0.789,1.2702702702702702,2.445945945945946,3.7162162162162162,1.7027027027027026,0.3783783783783784,0.1891891891891892,0.5945945945945946,0.8783783783783784,11.662162162162161,79.0,227.8
189,Harry Giles,4.3478260869565215,1.0,2.1739130434782608,0.46,0.13043478260869565,0.6086956521739131,0.214,0.30434782608695654,0.5652173913043478,0.538,0.5217391304347826,0.782608695652174,1.3043478260869565,0.2608695652173913,0.08695652173913043,0.13043478260869565,0.2608695652173913,0.6521739130434783,2.4347826086956523,81.25,232.0
190,Henry Ellenson,19.0,2.5,7.0,0.357,1.0,4.5,0.222,1.5,2.0,0.75,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5,82.0,242.0
191,Hollis Thompson,18.8,1.925,5.0,0.385,0.8,2.375,0.337,0.475,0.725,0.655,0.475,2.325,2.8,0.875,0.5,0.15,0.275,1.725,5.125,78.75,206.0
192,Ignas Brazdeikis,12.761904761904763,1.9285714285714286,4.476190476190476,0.431,0.6428571428571429,2.0714285714285716,0.31,0.5,0.7619047619047619,0.656,0.5476190476190477,1.1666666666666667,1.7142857142857142,0.8809523809523809,0.23809523809523808,0.07142857142857142,0.40476190476190477,1.1428571428571428,5.0,77.75,220.8
193,Immanuel Quickley,28.333333333333332,5.633333333333334,13.4,0.42,2.6,6.833333333333333,0.38,3.6333333333333333,4.2,0.865,0.4666666666666667,3.066666666666667,3.533333333333333,5.766666666666667,0.7,0.13333333333333333,1.8333333333333333,1.9333333333333333,17.5,74.0,185.8
194,Isaiah Canaan,20.966666666666665,2.1333333333333333,5.466666666666667,0.39,1.1333333333333333,3.2,0.354,0.6333333333333333,0.8,0.792,0.2,1.7333333333333334,1.9333333333333333,2.8,0.4666666666666667,0.06666666666666667,1.1666666666666667,1.7333333333333334,6.033333333333333,71.0,188.4
195,Isaiah Roby,11.285714285714286,1.5952380952380953,3.6904761904761907,0.432,0.42857142857142855,1.4285714285714286,0.3,0.47619047619047616,0.9761904761904762,0.488,0.5,2.0476190476190474,2.5476190476190474,0.9047619047619048,0.42857142857142855,0.16666666666666666,0.7380952380952381,1.2619047619047619,4.095238095238095,79.25,214.0
196,Isaiah Stewart,19.55072463768116,2.420289855072464,4.304347826086956,0.562,0.2028985507246377,0.6521739130434783,0.311,0.9130434782608695,1.2028985507246377,0.759,1.826086956521739,3.681159420289855,5.507246376811594,1.6521739130434783,0.37681159420289856,1.3768115942028984,0.9130434782608695,2.449275362318841,5.956521739130435,79.25,243.0
197,Isaiah Whitehead,11.25,2.5,5.375,0.465,0.4375,1.125,0.389,0.8125,1.1875,0.684,0.25,1.375,1.625,1.25,0.5,0.125,1.5,1.4375,6.25,75.25,210.0
198,Ivan McFarlin,3.727272727272727,0.45454545454545453,1.1818181818181819,0.385,0.0,0.09090909090909091,0.0,0.45454545454545453,0.6363636363636364,0.714,0.6363636363636364,0.36363636363636365,1.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.7272727272727273,1.3636363636363635,77.5,228.6
199,Ivan Rabb,14.714285714285714,2.36734693877551,4.326530612244898,0.547,0.061224489795918366,0.30612244897959184,0.2,1.0,1.4081632653061225,0.71,1.4285714285714286,2.7755102040816326,4.204081632653061,1.1020408163265305,0.3469387755102041,0.2857142857142857,0.7142857142857143,1.836734693877551,5.795918367346939,80.75,219.6
200,J.R. Bremer,12.305555555555555,1.1944444444444444,4.388888888888889,0.272,0.5277777777777778,2.0555555555555554,0.257,0.3611111111111111,0.5555555555555556,0.65,0.25,0.75,1.0,1.4166666666666667,0.5,0.1111111111111111,0.6666666666666666,0.8888888888888888,3.2777777777777777,73.25,188.0
201,J.R. Giddens,7.46875,0.875,1.875,0.467,0.0,0.3125,0.0,0.40625,0.71875,0.565,0.5,1.09375,1.59375,0.40625,0.28125,0.0625,0.53125,0.90625,2.15625,76.0,208.0
202,J.R. Smith,13.166666666666666,1.1666666666666667,3.6666666666666665,0.318,0.16666666666666666,1.8333333333333333,0.091,0.3333333333333333,0.3333333333333333,1.0,0.0,0.8333333333333334,0.8333333333333334,0.5,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,2.8333333333333335,77.5,227.0
204,JaVale McGee,7.369565217391305,1.7173913043478262,2.869565217391304,0.598,0.021739130434782608,0.15217391304347827,0.143,0.5652173913043478,0.9782608695652174,0.578,0.9130434782608695,1.826086956521739,2.739130434782609,0.3695652173913043,0.30434782608695654,0.43478260869565216,0.7391304347826086,1.0,4.021739130434782,83.0,241.0
205,Jabari Brown,29.894736842105264,3.6842105263157894,8.947368421052632,0.412,1.2105263157894737,3.263157894736842,0.371,3.3684210526315788,4.473684210526316,0.753,0.15789473684210525,1.736842105263158,1.894736842105263,2.1052631578947367,0.631578947368421,0.10526315789473684,1.6842105263157894,1.736842105263158,11.947368421052632,75.0,201.9
206,Jacob Evans,14.413793103448276,1.5517241379310345,4.620689655172414,0.336,0.4482758620689655,1.3448275862068966,0.333,0.8620689655172413,1.0,0.862,0.3103448275862069,1.103448275862069,1.4137931034482758,1.0689655172413792,0.3793103448275862,0.41379310344827586,0.8620689655172413,1.4137931034482758,4.413793103448276,76.25,199.6
207,Jae Crowder,12.25,0.75,2.375,0.316,0.375,1.75,0.214,0.625,0.75,0.833,0.75,1.5,2.25,0.625,0.375,0.0,0.5,1.25,2.5,76.75,241.2
208,Jahmi'us Ramsey,17.285714285714285,2.5714285714285716,5.857142857142857,0.439,0.8571428571428571,3.142857142857143,0.273,0.7142857142857143,0.8571428571428571,0.833,0.5714285714285714,2.5714285714285716,3.142857142857143,1.1428571428571428,1.0,0.0,1.0,1.4285714285714286,6.714285714285714,74.5,193.4
209,Jake Layman,6.794117647058823,0.8823529411764706,2.1470588235294117,0.411,0.23529411764705882,1.0294117647058822,0.229,0.38235294117647056,0.5294117647058824,0.722,0.17647058823529413,0.8823529411764706,1.0588235294117647,0.2647058823529412,0.20588235294117646,0.14705882352941177,0.29411764705882354,0.35294117647058826,2.3823529411764706,80.0,208.6
210,Jakob Poeltl,29.654545454545456,6.418181818181818,10.181818181818182,0.63,0.01818181818181818,0.05454545454545454,0.333,1.7272727272727273,2.581818181818182,0.669,3.290909090909091,6.363636363636363,9.654545454545454,2.8,1.1818181818181819,1.2363636363636363,1.9090909090909092,3.109090909090909,14.581818181818182,84.25,239.0
211,Jalen Harris,13.23076923076923,2.769230769230769,5.538461538461538,0.5,1.3076923076923077,2.769230769230769,0.472,0.5384615384615384,0.6923076923076923,0.778,0.23076923076923078,1.1538461538461537,1.3846153846153846,1.3076923076923077,0.6153846153846154,0.0,1.0769230769230769,1.1538461538461537,7.384615384615385,74.75,193.4
212,Jalen Lecque,3.0,0.25,2.25,0.111,0.0,0.25,0.0,0.75,0.75,1.0,0.5,0.75,1.25,0.5,0.0,0.0,0.0,0.0,1.25,74.5,185.2
213,Jalen Smith,15.1,2.966666666666667,6.35,0.467,1.1666666666666667,3.55,0.329,1.1166666666666667,1.3666666666666667,0.817,1.3833333333333333,4.183333333333334,5.566666666666666,1.0166666666666666,0.25,0.7166666666666667,0.5833333333333334,1.55,8.216666666666667,81.25,224.6
214,Jamario Moon,15.375,0.875,3.0,0.292,0.25,1.25,0.2,0.25,0.25,1.0,0.25,2.5,2.75,0.625,0.125,0.625,1.0,0.625,2.25,78.5,185.0
215,Jamel Artis,18.6,2.066666666666667,5.266666666666667,0.392,0.5333333333333333,1.9333333333333333,0.276,0.4666666666666667,0.8,0.583,0.26666666666666666,2.2666666666666666,2.533333333333333,1.2,0.13333333333333333,0.2,0.5333333333333333,0.7333333333333333,5.133333333333334,77.5,213.2
216,James Anderson,14.137254901960784,1.3137254901960784,3.4901960784313726,0.376,0.45098039215686275,1.6862745098039216,0.267,0.43137254901960786,0.5686274509803921,0.759,0.2549019607843137,1.4313725490196079,1.6862745098039216,0.803921568627451,0.4117647058823529,0.27450980392156865,0.8235294117647058,1.0588235294117647,3.5098039215686274,76.75,207.6
217,James Harden,35.111111111111114,6.541666666666667,16.36111111111111,0.4,3.013888888888889,8.652777777777779,0.348,6.416666666666667,7.333333333333333,0.875,0.6666666666666666,5.097222222222222,5.763888888888889,8.555555555555555,1.5,0.6805555555555556,4.388888888888889,2.0833333333333335,22.51388888888889,76.0,222.0
218,James Johnson,3.0833333333333335,0.3333333333333333,0.9166666666666666,0.364,0.0,0.25,0.0,0.0,0.08333333333333333,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.6666666666666666,79.0,257.2
219,James Jones,7.9375,0.9166666666666666,1.9166666666666667,0.478,0.6458333333333334,1.375,0.47,0.2708333333333333,0.4166666666666667,0.65,0.0625,0.7083333333333334,0.7708333333333334,0.2916666666666667,0.125,0.20833333333333334,0.20833333333333334,0.7708333333333334,2.75,79.25,218.0
220,James Young,10.166666666666666,0.8333333333333334,2.3333333333333335,0.357,0.5,1.6666666666666667,0.3,0.6666666666666666,1.0,0.667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,2.8333333333333335,77.25,213.3
221,Jamison Brewer,10.277777777777779,0.6111111111111112,2.0555555555555554,0.297,0.16666666666666666,0.8333333333333334,0.2,0.3333333333333333,0.7222222222222222,0.462,0.3333333333333333,0.8888888888888888,1.2222222222222223,0.6666666666666666,0.4444444444444444,0.05555555555555555,0.7222222222222222,0.6111111111111112,1.7222222222222223,74.5,178.0
222,Jannero Pargo,8.11111111111111,1.6666666666666667,3.888888888888889,0.429,1.0,2.4444444444444446,0.409,0.2222222222222222,0.2222222222222222,1.0,0.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.0,0.0,0.3333333333333333,0.8888888888888888,4.555555555555555,72.25,168.0
223,Jared Harper,8.6,2.8,5.2,0.538,1.0,2.4,0.417,0.8,0.8,1.0,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4,69.75,169.2
224,Jared Jeffries,9.210526315789474,0.42105263157894735,1.4210526315789473,0.296,0.0,0.05263157894736842,0.0,0.3157894736842105,0.6052631578947368,0.522,0.6842105263157895,0.8947368421052632,1.5789473684210527,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.4473684210526316,1.5263157894736843,1.1578947368421053,82.0,230.0
